Address,Prices,Capacity,Link
"Apartment 118, Block 3, Parklands, Northwood, Santry,   Dublin 9","€1,750 per month per ft²","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-118-block-3-parklands-northwood-santry-dublin-9/4501829
"The Cottage , The Rath, Sandyhill, Rolestown, Co Dublin, Rolestown,   North County Dublin","€2,650 per month per ft²","5 beds, 3 baths, 3000ft 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/the-cottage-the-rath-sandyhill-rolestown-co-dublin-rolestown-north-county-dublin/4492716
"Windmill Lodge, Crumlin,   Dublin 12","€1,750 per month per ft²","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/windmill-lodge-crumlin-dublin-12/4509705
"12 Red Arches Close, , Baldoyle,   Dublin 13, D13 AT27","€1,872 per month per ft²","2 beds, 2 baths, 1250ft 2, Terraced House",https://www.myhome.ie/rentals/brochure/12-red-arches-close-baldoyle-dublin-13-d13-at27/4494230
"39 Boroimhe Hawthorns, Swords,   North County Dublin",POA,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/39-boroimhe-hawthorns-swords-north-county-dublin/4506069
"Apartment 2, 30 Philipsbourgh Avenue, Fairveiw, Fairview,   Dublin 3,  D03 NV91","€1,650 per month per ft²","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apartment-2-30-philipsbourgh-avenue-fairveiw-fairview-dublin-3-d03-nv91/4492713
"West End Gate D24, Tallaght,   Dublin 24","€1,750 per month per ft²","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/west-end-gate-d24-tallaght-dublin-24/4494778
"Estate Cottages, Shelbourne Road, Ballsbridge, Dublin 4, D04","€2,250 per month","2 beds, 1 bath, , House",https://www.myhome.ie/rentals/brochure/estate-cottages-shelbourne-road-ballsbridge-dublin-4-d04/4472440
"St mochtas green, Clonsilla,   Dublin 15","€2,200 per month","3 beds, 3 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/st-mochtas-green-clonsilla-dublin-15/4505333
"Adair, Sandymount Ave, Dublin 4, Ballsbridge,   Dublin 4, D04KT10","€1,950 per month per ft²","2 beds, 1 bath, 700ft 2, Apartment",https://www.myhome.ie/rentals/brochure/adair-sandymount-ave-dublin-4-ballsbridge-dublin-4-d04kt10/4510317
"parkview, Stepaside,   Dublin 18","€1,500 per month per ft²","1 bed, 1 bath, 52m 2, , Apartment",https://www.myhome.ie/rentals/brochure/parkview-stepaside-dublin-18/4499881
"66 Temple Gardens, Santry,   Dublin 9, D09FP79","€1,700 per month per ft²","2 beds, 2 baths, 67m 2, , Apartment",https://www.myhome.ie/rentals/brochure/66-temple-gardens-santry-dublin-9-d09fp79/4509069
"Sorrento Road Dalkey, Dalkey,   South County Dublin","€1,595 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/sorrento-road-dalkey-dalkey-south-county-dublin/4492794
"82 Marlborough Court Marlborough street Dublin 1 , Marlborough Street,   Dublin 1, D01TF44","€1,550 per month per ft²","1 bed, 1 bath, 72m 2, , Apartment",https://www.myhome.ie/rentals/brochure/82-marlborough-court-marlborough-street-dublin-1-marlborough-street-dublin-1-d01tf44/4500370
"3 Cloonlara Square, Dublin 15, Dublin","€1,765 per month per ft²","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/3-cloonlara-square-dublin-15-dublin/4508799
"Pavillion, Dun Laoighre, Dun Laoghaire, Dublin","€4,200 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/pavillion-dun-laoighre-dun-laoghaire-dublin/4123345
"4 Shelbourne Park Mews, Ringsend,   Dublin 4","€1,800 per month","2 beds, 1 bath, 61m 2, , Apartment",https://www.myhome.ie/rentals/brochure/4-shelbourne-park-mews-ringsend-dublin-4/4092913
"Lanesborough Mews, Finglas, Dublin 11","€1,400 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/lanesborough-mews-finglas-dublin-11/4511826
"Anglesea Lodge, Ballsbridge, Dublin","€2,200 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/anglesea-lodge-ballsbridge-dublin/4507993
"Viking Harbour Apartments, Usher's Island, Dublin 8, Dublin","€1,350 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/viking-harbour-apartments-usher-s-island-dublin-8-dublin/4508021
"Derrynane Square, Phibsboro, Dublin 7","€2,050 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/derrynane-square-phibsboro-dublin-7/4510437
"Block C, The Wood, Clon Brugh, Aiken's Village, Stepaside, Dublin 18","€1,965 per month","2 beds, 2 baths, 84.15m 2, , Apartment",https://www.myhome.ie/rentals/brochure/block-c-the-wood-clon-brugh-aiken-s-village-stepaside-dublin-18/4320442
"2 Priorsgate, Tallaght, Dublin 24","€1,600 per month","1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/2-priorsgate-tallaght-dublin-24/4511665
"Luttrellstown Drive, Castleknock, Dublin 15","€1,995 per month","3 beds, 2 baths, , Semi-Detached",https://www.myhome.ie/rentals/brochure/luttrellstown-drive-castleknock-dublin-15/4511659
"St. Mary's Road, East Wall, Dublin 3","€2,200 per month","3 beds, 2 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/st-mary-s-road-east-wall-dublin-3/4360234
"Greenmount Lawn, Terenure, Dublin 6W, D06 TN50","€1,460 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/greenmount-lawn-terenure-dublin-6w-d06-tn50/4251118
"The Villa, Woodley Park House, Stillorgan, Co. Dublin, Stillorgan, County Dublin","€2,800 per month","4 beds, 3 baths, , House",https://www.myhome.ie/rentals/brochure/the-villa-woodley-park-house-stillorgan-co-dublin-stillorgan-county-dublin/4511648
"Mayeston Crescent, St. Margarets Road, Finglas, Dublin 11","€1,350 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/mayeston-crescent-st-margarets-road-finglas-dublin-11/4211823
"Apt 4, The Oaks, Stradbrook Hill, Blackrock, Dublin","€1,350 per month","1 bed, 1 bath, 50m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apt-4-the-oaks-stradbrook-hill-blackrock-dublin/3415582
"Muckcross Green, Perrystown, Dublin 12","€2,200 per month","3 beds, 2 baths",https://www.myhome.ie/rentals/brochure/muckcross-green-perrystown-dublin-12/4511439
"Cruagh Avenue, Cruagh Manor, Stepaside, County Dublin","€2,093 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/cruagh-avenue-cruagh-manor-stepaside-county-dublin/4511389
"Apartment 33, The Barrington, Lansdowne Place, Ballsbridge,   Dublin 4","€4,200 per month","2 beds, 2 baths, 106m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-33-the-barrington-lansdowne-place-ballsbridge-dublin-4/4511381
"Clarendon Hall, 69 Aungier Street, South City Centre, Dublin 2","€1,527 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/clarendon-hall-69-aungier-street-south-city-centre-dublin-2/4511362
"Apartment 67, Rockview, Blackglen Road Sandyford, South Co. Dublin, Sandyford, Dublin 18, D18R837","€1,545 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-67-rockview-blackglen-road-sandyford-south-co-dublin-sandyford-dublin-18-d18r837/4506886
"Park Avenue, Sandymount, Dublin 4, Sandymount, Dublin","€6,500 per month","3 beds, 3 baths",https://www.myhome.ie/rentals/brochure/park-avenue-sandymount-dublin-4-sandymount-dublin/4152462
"Merrion Road, Ballsbridge, Dublin 4","€9,500 per month","4 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/merrion-road-ballsbridge-dublin-4/3826924
"Guinness Cottages, Rialto, Dublin 8","€2,950 per month","2 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/guinness-cottages-rialto-dublin-8/4291871
"6 Tivoli Terrace, Dun Laoghaire, Dublin","€2,595 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/6-tivoli-terrace-dun-laoghaire-dublin/4326570
"Dalkey Sandycove Residence , Dalkey, Dublin","€14,950 per month","5 beds, 5 baths, Detached",https://www.myhome.ie/rentals/brochure/dalkey-sandycove-residence-dalkey-dublin/4475985
"2 Hermitage Way, Lucan, Dublin","€2,300 per month","4 beds, 2 baths, Detached",https://www.myhome.ie/rentals/brochure/2-hermitage-way-lucan-dublin/4511255
"Asgard, Custom House Harbour Apartments, Dublin 1, Dublin","€1,950 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/asgard-custom-house-harbour-apartments-dublin-1-dublin/4511226
"17 Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin., Booterstown, Dublin","€2,500 per month","2 beds, 2 baths, 90m 2, ",https://www.myhome.ie/rentals/brochure/17-booterstown-wood-booterstown-avenue-booterstown-co-dublin-booterstown-dublin/4511153
"Apt 46 The Waxworks Building, Ashtown, Dublin 15","€1,500 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-46-the-waxworks-building-ashtown-dublin-15/4511145
"The Hibernian, The Gasworks, South Lotts Road, Grand Canal Dk, Dublin 4","€2,200 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/the-hibernian-the-gasworks-south-lotts-road-grand-canal-dk-dublin-4/4511134
"Pimlico, South City Centre, Dublin 8","€2,800 per month","4 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/pimlico-south-city-centre-dublin-8/4511135
"Apt 14 The Cammock, Cammock Purcell , Kilmainham, Dublin 8","€1,750 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-14-the-cammock-cammock-purcell-kilmainham-dublin-8/4511113
"143 St Peter's Rd, Walkinstown, Dublin 12, Walkinstown, Dublin 12","€2,500 per month","3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/143-st-peter-s-rd-walkinstown-dublin-12-walkinstown-dublin-12/4511119
"Georges Quay Apartments, Dublin 2, South City Centre, Dublin 2","€1,900 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/georges-quay-apartments-dublin-2-south-city-centre-dublin-2/4511086
"Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin, Dalkey, Dublin","€5,250 per month","3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/castlepark-road-dalkey-co-dublin-dalkey-co-dublin-dalkey-dublin/4511084
"9 30 Kenilworth Square, Rathgar, Dublin 6","€1,456 per month","1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/9-30-kenilworth-square-rathgar-dublin-6/4511083
"507 The Edges 2, Beacon South Quarter, Sandyford, Dublin 18","€1,900 per month","2 beds, 1 bath, 55m 2, , Apartment",https://www.myhome.ie/rentals/brochure/507-the-edges-2-beacon-south-quarter-sandyford-dublin-18/4511080
"St James Wood, South Circular Road, South Circular Road, Dublin 8, Dublin 8, Dublin","€1,900 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/st-james-wood-south-circular-road-south-circular-road-dublin-8-dublin-8-dublin/4415369
"36 Carrigmore Drive, Aylesbury, Dublin 24, Aylesbury, Dublin 24","€2,200 per month","3 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/36-carrigmore-drive-aylesbury-dublin-24-aylesbury-dublin-24/4511072
"3 The Academy, Park West, Dublin 12","€2,150 per month","3 beds, 3 baths, 95m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/3-the-academy-park-west-dublin-12/4511078
"25 Woodleigh Oak, Highfield Road, Rathgar, Dublin 6","€1,600 per month","1 bed, 1 bath, 47m 2, , Apartment",https://www.myhome.ie/rentals/brochure/25-woodleigh-oak-highfield-road-rathgar-dublin-6/4511076
"56 Royston, Kimmage, Dublin 12","€2,600 per month","4 beds, 3 baths, 102m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/56-royston-kimmage-dublin-12/4511071
"90 Merrion Park, Blackrock, County Dublin","€2,425 per month","3 beds, 2 baths, 79m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/90-merrion-park-blackrock-county-dublin/4511067
"18 Rathgar Court, Rathgar Road, Rathgar, Dublin 6","€2,000 per month","2 beds, 1 bath, 61 - 62m 2, , Apartment",https://www.myhome.ie/rentals/brochure/18-rathgar-court-rathgar-road-rathgar-dublin-6/4511070
"20 Hillcrest, 94 Rathgar Road, Rathgar, Dublin 6","€1,687 per month","2 beds, 1 bath, 52m 2, , Apartment",https://www.myhome.ie/rentals/brochure/20-hillcrest-94-rathgar-road-rathgar-dublin-6/4511068
"The Mews, North Great George's Street, North City Centre, Dublin 1","€1,600 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-mews-north-great-george-s-street-north-city-centre-dublin-1/4511050
"Heathfield Crescent, Charlestown, Finglas, Dublin 11","€2,000 per month","2 beds, 3 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/heathfield-crescent-charlestown-finglas-dublin-11/4510996
"Hampton Wood Way , Finglas, Dublin 11","€2,000 per month","2 beds, 3 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/hampton-wood-way-finglas-dublin-11/4510975
"Royal Canal Court, Royal Canal Park, Dublin 15, Ashtown","€1,450 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/royal-canal-court-royal-canal-park-dublin-15-ashtown/4511042
"Lower Kilmacud Road, Stillorgan, County Dublin","€3,500 per month","3 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/lower-kilmacud-road-stillorgan-county-dublin/4511029
"Kilcarrig Crescent, Tallaght, Dublin 24","€1,950 per month","3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/kilcarrig-crescent-tallaght-dublin-24/4511004
"46 Kilkee House Clare Village Malahide Road, Clarehall, Dublin , Clarehall, Dublin 13","€1,538 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/46-kilkee-house-clare-village-malahide-road-clarehall-dublin-clarehall-dublin-13/4510501
"Apt. 4, 191 Clonliffe Road, Drumcondra, Dublin 3, Drumcondra, Dublin 3","€1,600 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-4-191-clonliffe-road-drumcondra-dublin-3-drumcondra-dublin-3/4510504
"13 Bishopsmede, Clanbrassil Street , South City Centre - D8, Dublin 8","€2,105 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/13-bishopsmede-clanbrassil-street-south-city-centre-d8-dublin-8/4510285
"Apt 185 Custom House Harbour, IFSC, Dublin 1, IFSC, Dublin 1","€1,540 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-185-custom-house-harbour-ifsc-dublin-1-ifsc-dublin-1/4510405
"Holywell View, Swords, County Dublin","€1,950 per month","2 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/holywell-view-swords-county-dublin/4510893
"Weirview, Barnhill Cross, Lucan, County Dublin","€2,150 per month","3 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/weirview-barnhill-cross-lucan-county-dublin/4510888
"106 Lismore Road, Crumlin, Dublin 12","€2,150 per month","3 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/106-lismore-road-crumlin-dublin-12/4510858
"5 Maretimo Road, Blackrock, Dublin","€2,875 per month","4 beds, 2 baths, 113.95m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/5-maretimo-road-blackrock-dublin/4510830
"Sorrento Rd, Dalkey, Dublin","€2,950 per month","3 beds, 1 bath, 110.53m 2, , Semi-Detached",https://www.myhome.ie/rentals/brochure/sorrento-rd-dalkey-dublin/4510831
"2A Bancroft Road, Tallaght, Tallaght, Dublin 24, Tallaght, Dublin 24","€1,400 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2a-bancroft-road-tallaght-tallaght-dublin-24-tallaght-dublin-24/4510823
"Curlew Cottage, Barnageeragh, Skerries, Co. Dublin","€2,500 per month","2 beds, 2 baths",https://www.myhome.ie/rentals/brochure/curlew-cottage-barnageeragh-skerries-co-dublin/4510776
"39 Dexter Terrace, Ranelagh, Dublin 6","€1,595 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/39-dexter-terrace-ranelagh-dublin-6/4510760
"Juliet Square, St. Edmunds, Lucan, Co. Dublin","€1,768 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/juliet-square-st-edmunds-lucan-co-dublin/4510728
"Occu Cedar Place, Ridgewood, CO.DUB, Swords, Co. Dublin","€1,915 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-cedar-place-ridgewood-co-dub-swords-co-dublin/4510727
"Semple House, Custom House Square, IFSC, Dublin 1","€1,700 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/semple-house-custom-house-square-ifsc-dublin-1/4510705
"Clairville Lodge, Streamstown Lane, Malahide, Dublin","€3,750 per month","4 beds, 3 baths, , Semi-Detached",https://www.myhome.ie/rentals/brochure/clairville-lodge-streamstown-lane-malahide-dublin/4509385
"Stewart Hall, Ryder\'s Row, Dublin 1, Dublin","€1,450 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/stewart-hall-ryder-s-row-dublin-1-dublin/4510673
"Classic En Suite (Top Floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€265 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/classic-en-suite-top-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510649
"Classic en suite plus (top floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€271 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/classic-en-suite-plus-top-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510648
"Classic En Suite Plus (Upper Floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€260 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/classic-en-suite-plus-upper-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510647
"Classic en suite (upper floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€255 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/classic-en-suite-upper-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510646
"Premium en suite (top floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€296 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/premium-en-suite-top-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510645
"Premium en suite (upper floor), Highfield House, Marne Villas, Grangegorman, Dublin 7, Dublin",€286 per week,"1 bed, 1 bath",https://www.myhome.ie/rentals/brochure/premium-en-suite-upper-floor-highfield-house-marne-villas-grangegorman-dublin-7-dublin/4510644
"Castleknock, Dublin 15","€1,750 per month","2 beds, 1 bath",https://www.myhome.ie/rentals/brochure/castleknock-dublin-15/4510637
"31 Castle Way, Golden Lane, South City Centre - D8, Dublin 8","€2,650 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/31-castle-way-golden-lane-south-city-centre-d8-dublin-8/4510584
"1 Pavilion Gate, Foxrock, Dublin 18","€4,800 per month","5 beds, 3 baths, , Detached",https://www.myhome.ie/rentals/brochure/1-pavilion-gate-foxrock-dublin-18/4510571
"Apartment 9, Lindsay House, Dean Court, Dublin 8, Dublin","€1,700 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/apartment-9-lindsay-house-dean-court-dublin-8-dublin/4510557
"Apt 81 CarrickMines Manor , Carrickmines, Dublin 18","€2,077 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/apt-81-carrickmines-manor-carrickmines-dublin-18/4510478
"Shackleton Mall, Lucan, County Dublin","€2,000 per month","3 beds, 3 baths, House",https://www.myhome.ie/rentals/brochure/shackleton-mall-lucan-county-dublin/4510441
"Tivoli Terrace, Dun Laoghaire, Dublin","€8,950 per month","6 beds, 4 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/tivoli-terrace-dun-laoghaire-dublin/4319797
"Malahide Village, Malahide, Dublin","€8,950 per month","5 beds, 5 baths, 8000ft 2, Detached",https://www.myhome.ie/rentals/brochure/malahide-village-malahide-dublin/4319796
"Fitzwilliam Place, South City Centre, Dublin 2","€2,600 per week","2 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/fitzwilliam-place-south-city-centre-dublin-2/3847178
"Synge Street, South City Centre, Dublin 8","€4,200 per month","3 beds, 2 baths, Detached",https://www.myhome.ie/rentals/brochure/synge-street-south-city-centre-dublin-8/4298988
"Luttrellstown Oaks, Castleknock,   Dublin 15","€2,000 per month","3 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/luttrellstown-oaks-castleknock-dublin-15/4510299
"Glandore Court, Monkstown, Co. Dublin","€1,500 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/glandore-court-monkstown-co-dublin/4510302
"Temple Gardens, Northwood, Santry, Dublin 9","€2,150 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/temple-gardens-northwood-santry-dublin-9/4510292
"Robswall, Malahide, Co. Dublin","€1,800 per month","2 beds, Apartment",https://www.myhome.ie/rentals/brochure/robswall-malahide-co-dublin/4510267
"Flat 3, 34 Summer Street North, Dublin 1, Dublin","€1,400 per month",1 bed,https://www.myhome.ie/rentals/brochure/flat-3-34-summer-street-north-dublin-1-dublin/4510266
"Harolds Cross Cottages, Harold's Cross, Dublin 6","€1,600 per month","2 beds, 1 bath, House",https://www.myhome.ie/rentals/brochure/harolds-cross-cottages-harold-s-cross-dublin-6/4510172
"The Court, Henrietta Place, North City Centre, Dublin 1","€1,650 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-court-henrietta-place-north-city-centre-dublin-1/4510169
"203 Cubes 6, Beacon South Quarter, Sandyford, Dublin 18","€2,100 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/203-cubes-6-beacon-south-quarter-sandyford-dublin-18/4509953
"Crosbies Yard, East Wall, Dublin 3","€1,550 per month","1 bed, 1 bath, 45m 2, , Apartment",https://www.myhome.ie/rentals/brochure/crosbies-yard-east-wall-dublin-3/4497386
"46 Clarinda Park, Dun Laoghaire, Co. Dublin","€6,750 per month","4 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/46-clarinda-park-dun-laoghaire-co-dublin/4510016
"Apt 15 Hamilton Avenue Castlelands, Balbriggan, County Dublin","€1,550 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-15-hamilton-avenue-castlelands-balbriggan-county-dublin/4509237
"Berehaven, Raheny, Dublin 5","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/berehaven-raheny-dublin-5/4509997
"Ashfield Drive, Kingswood, Dublin 24","€1,850 per month","3 beds, 2 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/ashfield-drive-kingswood-dublin-24/4509925
"Apt. 5, 191 Clonliffe Road, Drumcondra, Dublin 3, Drumcondra, Dublin 3","€1,690 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/apt-5-191-clonliffe-road-drumcondra-dublin-3-drumcondra-dublin-3/4509905
"Christchurch Hall, Christchurch,   Dublin 8","€1,950 per month","2 beds, 1 bath",https://www.myhome.ie/rentals/brochure/christchurch-hall-christchurch-dublin-8/4509823
"Flat 4, 6 Summer Street, North Circular Road, Dublin 1","€1,350 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/flat-4-6-summer-street-north-circular-road-dublin-1/4494796
"7 The Grove, Goatstown Road, Goatstown, Dublin 14, Dublin South, Dublin","€4,500 per month","4 beds, 4 baths, , Terraced House",https://www.myhome.ie/rentals/brochure/7-the-grove-goatstown-road-goatstown-dublin-14-dublin-south-dublin/4509769
"Apartment 55, Shrewsbury, Donnybrook Castle, Donnybrook, Dublin 4, Dublin 4, Dublin","€4,500 per month","2 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/apartment-55-shrewsbury-donnybrook-castle-donnybrook-dublin-4-dublin-4-dublin/4509768
"14 Parkland Drive, Dublin 24, Dublin","€2,250 per month","4 beds, 3 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/14-parkland-drive-dublin-24-dublin/4509749
"The Richmond, Morning Star Avenue, Smithfield, Dublin 7","€1,650 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-richmond-morning-star-avenue-smithfield-dublin-7/4504850
"The Courtyard Mount St. Annes, Milltown, Dublin 6","€2,550 per month","2 beds, 2 baths, , Semi-Detached",https://www.myhome.ie/rentals/brochure/the-courtyard-mount-st-annes-milltown-dublin-6/4508121
"Park Avenue, Swords, Dublin","€2,300 per month","4 beds, 3 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/park-avenue-swords-dublin/4507803
"St Josephs Place, Dorset Street, Dublin 1","€2,100 per month","2 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/st-josephs-place-dorset-street-dublin-1/4507802
"Dun Emer Place, Lusk, Dublin","€1,850 per month","3 beds, 3 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/dun-emer-place-lusk-dublin/4507800
"24 Wolsey House, Kinsealy, Dublin","€1,750 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/24-wolsey-house-kinsealy-dublin/4507799
"98 Parkgate Place, Parkgate Street, Dublin 8, Islandbridge","€1,950 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/98-parkgate-place-parkgate-street-dublin-8-islandbridge/4509696
"2 Hollywoodrath Avenue, Hollystown, Dublin 15","€2,400 per month",4 beds,https://www.myhome.ie/rentals/brochure/2-hollywoodrath-avenue-hollystown-dublin-15/4509675
"3 Main Street, Clongriffin, Dublin 13","€1,600 per month","2 beds, 2 baths, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/3-main-street-clongriffin-dublin-13/4509643
"41 Castledawswon ave, Sion hill, Blackrock, Co. Dublin","€2,800 per month","3 beds, 2 baths",https://www.myhome.ie/rentals/brochure/41-castledawswon-ave-sion-hill-blackrock-co-dublin/4509637
"19 Main Street, Clongriffin, Dublin 13","€1,700 per month","2 beds, 2 baths, 70m 2, , Apartment",https://www.myhome.ie/rentals/brochure/19-main-street-clongriffin-dublin-13/4509627
"Thomas Street, South City Centre - D8, Dublin 8","€1,850 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/thomas-street-south-city-centre-d8-dublin-8/4509606
"Sundale Park, Tallaght, Dublin 24","€2,000 per month","3 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/sundale-park-tallaght-dublin-24/4509600
"17 The Schooner, Alverno, Castle Avenue, Clontarf, Dublin 3","€2,000 per month","2 beds, 1 bath, 56m 2, , Apartment",https://www.myhome.ie/rentals/brochure/17-the-schooner-alverno-castle-avenue-clontarf-dublin-3/4509585
"Leonards Court, Christchurch, Dublin 8","€1,300 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/leonards-court-christchurch-dublin-8/4509573
"Blessington Street, North City Centre, Dublin 7","€1,750 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/blessington-street-north-city-centre-dublin-7/4509569
