Address,Price per month €,Beds,Capacity,Link
"Apartment 14, Malin House, Waterville Terrace, Blanchardstown, Dublin 15",1800.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-14-Malin-House-Waterville-Terrace-Blanchardstown-Dublin-15/6209528/
"86 Hampton Wood Avenue, Finglas, Finglas, Dublin 11",1800.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/86-Hampton-Wood-Avenue-Finglas-Finglas-Dublin-11/6208850/
"17 Grand Canal Place, James\'s Street, Dublin 8",1800.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17-Grand-Canal-Place-Jamess-Street-Dublin-8/6213324/
"Thomas Davis Street South, Dublin 8",1850.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-thomas-davis-street-south-dublin-8/3544311
"James Joyce Court, Millmount Avenue, Drumcondra, Dublin 3",1850.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-james-joyce-court-millmount-avenue-drumcondra-dublin-3/3545189
"5 Castleland Court, Balbriggan, Co. Dublin",1850.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-5-castleland-court-balbriggan-co-dublin/3544408
"5 Castleland Court, Dublin",1850.0,2,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/5-Castleland-Court/6210638
"Thomas Davis Street South,, Dublin",1850.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Thomas-Davis-Street-South/6210070
"Apartment 1, Longmeadows Apartments, Dublin",1850.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-1-Longmeadows-Apartments/6210054
"Apartment 1, Longmeadows Apartments, Dublin 8",1850.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-longmeadows-apartments-dublin-8/3544283
"Apartment 1, Longmeadows Apartments, Dublin 8",1850.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-1-Longmeadows-Apartments-Dublin-8/6210054/
"James Joyce Court, Millmount Avenue, Drumcondra, Dublin 3",1850.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/James-Joyce-Court-Millmount-Avenue-Drumcondra-Dublin-3/6213902/
"Thomas Davis Street South, Dublin 8",1850.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Thomas-Davis-Street-South-Dublin-8/6210070/
"5 Castleland Court, Balbriggan, Co. Dublin",1850.0,2,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/5-Castleland-Court-Balbriggan-Co-Dublin/6210638/
"Apartment 25, Glenesky Square, Phoenix Park Racecourse, Dublin",1900.0,2,"2 bedrooms (2 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-25-Glenesky-Square-Phoenix-Park-Racecourse/6213162
"Apartment 25, Glenesky Square, Phoenix Park Racecourse, Castleknock, Dublin 15",1900.0,2,"2 bedrooms (2 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-25-Glenesky-Square-Phoenix-Park-Racecourse-Castleknock-Dublin-15/6213162/
"Hampton Square, Navan Road, Navan Road (D7), Dublin 7",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hampton-square-navan-road-navan-road-d7-dublin-7/3431750
"Apartment 25, Glenesky Square, Phoenix Park Racecourse, Castleknock, Dublin 15",1900.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-25-glenesky-square-phoenix-park-racecourse-castleknock-dublin-15/3544973
"Crofton Hall, Diswellstown Lawn, Dublin",1930.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Crofton-Hall-Diswellstown-Lawn/6207774
"Crofton Hall, Diswellstown Lawn, Castleknock, Dublin 15",1930.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-crofton-hall-diswellstown-lawn-castleknock-dublin-15/3543675
"Crofton Hall, Diswellstown Lawn, Castleknock, Dublin 15",1930.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Crofton-Hall-Diswellstown-Lawn-Castleknock-Dublin-15/6207774/
"Blind Quay, Lr Exchange Street, Temple Bar, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Blind-Quay-Lr-Exchange-Street-Temple-Bar-Co-Dublin/6210076/
"Blind Quay, Lr Exchange Street, Temple Bar, Co. Dublin",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-blind-quay-lr-exchange-street-temple-bar-co-dublin/3544320
"Blind Quay, Lr Exchange Street, Temple Bar, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Blind-Quay-Lr-Exchange-Street-Temple-Bar-Co-Dublin/6210076
"Apartment 82, Fisherman's Wharf, Ringsend, Dublin 4",1960.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-82-fishermans-wharf-ringsend-dublin-4/3544029
"Apartment 82, Fisherman\'s Wharf, Ringsend, Dublin 4",1960.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-82-Fishermans-Wharf-Ringsend-Dublin-4/6209525/
"Bushy Park House, Terenure, Dublin 6",1967.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bushy-Park-House-Terenure-Dublin-6/5993986/
"Bushy Park House, Terenure, Dublin 6",1967.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bushy-park-house-terenure-dublin-6/3499057
"175 Temple Court, Northwood, Santry, Dublin 9, Santry, Dublin 9, Co. Dublin",2000.0,2,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/175-Temple-Court-Northwood-Santry-Dublin-9-Santry-Dublin-9-Co-Dublin/6197192
"Huxley Court, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Huxley-Court/6213366
"175 Temple Court, Northwood, Santry, Dublin 9",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-175-temple-court-northwood-santry-dublin-9/3541581
"Greencastle Road, Coolock, Dublin 13",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-greencastle-road-coolock-dublin-13/3544527
"Woodfield, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Woodfield/6213381
"Willbrook House, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Willbrook-House/6213382
"Willbrook House, Ranelagh, Dublin 6",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-willbrook-house-ranelagh-dublin-6/3545124
"Huxley Court, Dublin 8",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-huxley-court-dublin-8/3545097
"Woodfield, Rathfarnham, Dublin 14",2000.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-woodfield-rathfarnham-dublin-14/3545123
"Huxley Court, Dublin 8",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Huxley-Court-Dublin-8/6213366/
"Greencastle Road, Coolock, Dublin 13",2000.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Greencastle-Road-Coolock-Dublin-13/6210929/
"175 Temple Court, Northwood, Santry, Dublin 9, Santry, Dublin 9",2000.0,2,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/175-Temple-Court-Northwood-Santry-Dublin-9-Santry-Dublin-9/6197192/
"Woodfield, Rathfarnham, Dublin 14",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Woodfield-Rathfarnham-Dublin-14/6213381/
"Willbrook House, Ranelagh, Dublin 6",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Willbrook-House-Ranelagh-Dublin-6/6213382/
"Castleforbes Square, IFSC, Dublin",2009.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Castleforbes-Square-IFSC/6213172
"Castleforbes Square, IFSC, Dublin 1",2009.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-castleforbes-square-ifsc-dublin-1/3545021
"Castleforbes Square, IFSC, Dublin 1",2009.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Castleforbes-Square-IFSC-Dublin-1/6213172/
"Ashbrook, Howth Road, Dublin",2054.0,2,"2 bedrooms (2 double), 1 bathroom apartment",https://www.let.ie/property-to-rent/Ashbrook-Howth-Road/6162890
"Ashbrook, Howth Road, Clontarf, Dublin 3",2054.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ashbrook-howth-road-clontarf-dublin-3/3534733
"Ashbrook, Howth Road, Clontarf, Dublin 3",2054.0,2,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Ashbrook-Howth-Road-Clontarf-Dublin-3/6162890/
"Merrion Hall, Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Merrion-Hall/6195133
"Apartment 45, The Lighthouse, Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-45-The-Lighthouse/6213055
"2 Bedroom Apartment, Occu Cheevers, Culanor, Dun Laoghaire, Upper Glena, Glenageary, Co. Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartment-Occu-Cheevers-Culanor-Dun-Laoghaire-Upper-Glena-Glenageary-Co-Dublin/5557210/
"219 Beechwood Court , Stillorgan, County Dublin",2100.0,2,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/219-beechwood-court-stillorgan-county-dublin/4528265
"2 Bedroom apartment, OCCU Cheevers, Culanor, Dun Laoghaire, Upper Glena, Glenageary, Co. Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bedroom-apartment-OCCU-Cheevers-Culanor-Dun-Laoghaire-Upper-Glena-Glenageary-Co-Dublin/5557210
"Apartment 219, Beechwood Court, Dublin",2100.0,2,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-219-Beechwood-Court/6210992
"Merrion Hall, Blackrock, Co. Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Merrion-Hall-Blackrock-Co-Dublin/6195133/
"Apartment 219, Beechwood Court, Stillorgan, Co. Dublin",2100.0,2,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-219-Beechwood-Court-Stillorgan-Co-Dublin/6210992/
"Apartment 45, The Lighthouse, Dun Laoghaire, Co. Dublin",2100.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-45-The-Lighthouse-Dun-Laoghaire-Co-Dublin/6213055/
"Apartment 45, The Lighthouse, Dun Laoghaire, Co. Dublin",2100.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-45-the-lighthouse-dun-laoghaire-co-dublin/3544702
"Merrion Hall, Blackrock, Co. Dublin",2100.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-merrion-hall-blackrock-co-dublin/3541036
"Apartment 219, Beechwood Court, Stillorgan, Co. Dublin",2100.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-219-beechwood-court-stillorgan-co-dublin/3544616
"Addison Drive, Glasnevin, Dublin",2200.0,2,"2 bedrooms (2 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/Addison-Drive-Glasnevin/6207805
"Mountbrook, Dublin 4",2200.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-mountbrook-dublin-4/3543998
"Addison Drive, Glasnevin, Dublin 11",2200.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-addison-drive-glasnevin-dublin-11/3543745
"Mountbrook, Dublin 4",2200.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mountbrook-Dublin-4/6209508/
"Addison Drive, Glasnevin, Glasnevin, Dublin 11",2200.0,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Addison-Drive-Glasnevin-Glasnevin-Dublin-11/6207805/
"270 Wyckham Point, Dundrum, Dublin 14",2200.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/270-Wyckham-Point-Dundrum-Dublin-14/6145036/
"270 Wyckham Point, Dundrum, Dublin 14",2200.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-270-wyckham-point-dundrum-dublin-14/3530218
"Ballsbridge Ave, Ballsbridge, Dublin 4",2250.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ballsbridge-Ave-Ballsbridge-Dublin-4/5691959/
"Ballsbridge Ave, Ballsbridge, Dublin 4",2250.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ballsbridge-ave-ballsbridge-dublin-4/3468154
"The Hibernian, The Gasworks, Dublin 4",2400.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Hibernian-The-Gasworks-Dublin-4/6213347/
"The Hibernian, The Gasworks, Dublin 4",2400.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-hibernian-the-gasworks-dublin-4/3545062
"1 Mespil Lodge, Mespil Estate, Donnybrook, Dublin 4",2450.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-mespil-lodge-mespil-estate-donnybrook-dublin-4/3543679
"1 Mespil Lodge, Mespil Estate, Donnybrook, Dublin 4",2450.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Mespil-Lodge-Mespil-Estate-Donnybrook-Dublin-4/6207775/
"8 Herbert Place, Dublin 2, Co. Dublin",2500.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-8-herbert-place-dublin-2-co-dublin/3504129
"Apartment 216, Block A, Hampton Lodge, Drumcondra, Dublin 3",2500.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-216-Block-A-Hampton-Lodge-Drumcondra-Dublin-3/6148295/
"Apartment 216, Block A, Hampton Lodge, Drumcondra, Dublin 3",2500.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-216-block-a-hampton-lodge-drumcondra-dublin-3/3531141
"8 Herbert Place, Dublin 2, Co. Dublin",2500.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/8-Herbert-Place-Dublin-2-Co-Dublin/6038100/
"Apartment 241, Block G, The Waterside, Dublin 4",3800.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-241-block-g-the-waterside-dublin-4/3544175
"Apartment 241, Block G, The Waterside, Dublin",3800.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-241-Block-G-The-Waterside/6210002
"Apartment 241, Block G, The Waterside, Dublin 4",3800.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-241-Block-G-The-Waterside-Dublin-4/6210002/
"Single Non En Suite 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",928.0,3,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-Non-En-Suite-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711993
"Single Non En Suite Plus 2021/22 Tenancy, From Here - Student Living, Blackhall Place, Black, Dublin 7, Co. Dublin",936.0,3,"3 bedrooms (3 single), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Single-Non-En-Suite-Plus-202122-Tenancy-From-Here---Student-Living-Blackhall-Place-Black-Dublin-7-Co-Dublin/3711995
"64 Russell Ave, Drumcondra, Dublin 3",1900.0,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/64-Russell-Ave-Drumcondra-Dublin-3/6213337/
"64 russell ave, Drumcondra, Dublin 3",1900.0,3,"3 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-64-russell-ave-drumcondra-dublin-3/3545048
"Ballymun Road, Glasnevin, Dublin 11",1939.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-ballymun-road-glasnevin-dublin-11/3544361
"Ballymun Road, Glasnevin, Dublin 11",1939.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ballymun-Road-Glasnevin-Dublin-11/6210614/
"Ballymun Road, Dublin",1939.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Ballymun-Road/6210614
"140 Westend Village, Blanchardstown, Dublin 15",2000.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-140-westend-village-blanchardstown-dublin-15/3544482
"Castlegrange Square, Clondalkin, Dublin 22",2000.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-castlegrange-square-clondalkin-dublin-22/3543712
"Castlegrange Square, Clondalkin, Dublin",2000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished house",https://www.let.ie/property-to-rent/Castlegrange-Square-Clondalkin/6207788
"Castlegrange Square, Clondalkin, Clondalkin, Dublin 22",2000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Castlegrange-Square-Clondalkin-Clondalkin-Dublin-22/6207788/
"140 Westend Village, Blanchardstown, Dublin 15",2000.0,3,"3 bedrooms (1 single, 1 double, 1 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/140-Westend-Village-Blanchardstown-Dublin-15/6210887/
"Dromard Road, Drimnagh, Dublin",2100.0,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Dromard-Road-Drimnagh/6213159
"Dromard Road, Drimnagh, Drimnagh, Dublin 12",2100.0,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dromard-Road-Drimnagh-Drimnagh-Dublin-12/6213159/
"5 Ralph Mews, Newtownpark Avenue, Blackrock, Co. Dublin",2200.0,3,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-5-ralph-mews-newtownpark-avenue-blackrock-co-dublin/3541221
"Friars Lane, Clongriffin, Dublin 13",2200.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-friars-lane-clongriffin-dublin-13/3543910
"5 Ralph Mews, Newtownpark Avenue, Dublin",2200.0,3,"3 bedrooms (1 single, 2 double), 1 bathroom, unfurnished house",https://www.let.ie/property-to-rent/5-Ralph-Mews-Newtownpark-Avenue/6195964
"Bremore Pastures Park, Balbriggan, Co. Dublin",2200.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bremore-pastures-park-balbriggan-co-dublin/3534030
"Bremore Pastures Park, Dublin",2200.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Bremore-Pastures-Park/6160265
"Bremore Pastures Park, Balbriggan, Co. Dublin",2200.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bremore-Pastures-Park-Balbriggan-Co-Dublin/6160265/
"Friars Lane, Clongriffin, Dublin 13",2200.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Friars-Lane-Clongriffin-Dublin-13/6208878/
"5 Ralph Mews, Newtownpark Avenue, Blackrock, Co. Dublin",2200.0,3,"3 bedrooms (1 single, 2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/5-Ralph-Mews-Newtownpark-Avenue-Blackrock-Co-Dublin/6195964/
"3 Bedroom Apartment, OCCU Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",2256.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/3-Bedroom-Apartment-OCCU-Abbot-Court-Cualanor-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/3618809
"3 Bedroom Apartment, Occu Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",2256.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bedroom-Apartment-Occu-Abbot-Court-Cualanor-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/3618809/
"Clonshaugh Glen, Clonshaugh, Dublin 17",2286.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Clonshaugh-Glen-Clonshaugh-Dublin-17/6209569/
"Clonshaugh Glen, Clonshaugh, Dublin 17",2286.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-clonshaugh-glen-clonshaugh-dublin-17/3544109
"Ballycorus Road, Kilternan, Dublin",2500.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/Ballycorus-Road-Kilternan/6213053
"Ballycorus Road, Kilternan, Stepaside, Dublin 18",2500.0,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Ballycorus-Road-Kilternan-Stepaside-Dublin-18/6213053/
"shanard road, Santry, Co. Dublin",2500.0,3,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-shanard-road-santry-co-dublin/3429083
"Ballycorus Road, Kilternan, Stepaside, Dublin 18",2500.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-ballycorus-road-kilternan-stepaside-dublin-18/3544698
"24 The Kilns, Station Road, Portmarnock, Dublin",2750.0,3,"3 beds, 2 baths, , House",https://www.myhome.ie/rentals/brochure/24-the-kilns-station-road-portmarnock-dublin/4530111
"103A Rathgar Road, Dublin",2840.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/103A-Rathgar-Road/6207877
"103a Rathgar Road, Rathgar, Dublin 6",2840.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/103a-Rathgar-Road-Rathgar-Dublin-6/6207877/
"103A Rathgar Road, Rathgar, Dublin 6",2840.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-103a-rathgar-road-rathgar-dublin-6/3543773
"1 Mount Drummond Avenue, Harold's Cross, Dublin 6",3000.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/1-Mount-Drummond-Avenue-Harolds-Cross-Dublin-6/6206775/
"1 Mount Drummond Avenue, Harold's Cross, Dublin 6",3000.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-1-mount-drummond-avenue-harolds-cross-dublin-6/3543453
"13 Charleville Close, Rathmines, Rathmines, Dublin 6",3400.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/13-Charleville-Close-Rathmines-Rathmines-Dublin-6/6209518/
"13 Charleville Close, Rathmines,   Dublin 6",3400.0,3,"3 beds, 3 baths",https://www.myhome.ie/rentals/brochure/13-charleville-close-rathmines-dublin-6/4528231
"13 Charleville Close, Rathmines, Dublin 6",3400.0,3,"3 Bed, 3 Bath, House",https://www.daft.ie//for-rent/house-13-charleville-close-rathmines-dublin-6/3544018
"13 Charleville Close, Rathmines, Dublin",3400.0,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/13-Charleville-Close-Rathmines/6209518
"Apartment 96, Forbes Quay Apartments, Grand Canal Dock, Dublin 2",3925.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-96-Forbes-Quay-Apartments-Grand-Canal-Dock-Dublin-2/6213363/
"Apartment 96, Forbes Quay Apartments, Grand Canal Dock, Dublin 2",3925.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-96-forbes-quay-apartments-grand-canal-dock-dublin-2/3545091
"Hillbrook House, Sandymount, Dublin 4",4000.0,3,"3 beds, 2 baths, , Detached",https://www.myhome.ie/rentals/brochure/hillbrook-house-sandymount-dublin-4/4530255
"Hillbrook House, Newbridge Avenue, Sandymount, Dublin 4",4000.0,3,"3 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-hillbrook-house-newbridge-avenue-sandymount-dublin-4/3544015
"Hillbrook House, Newbridge Avenue, Sandymount, Dublin 4",4000.0,3,"3 bedrooms (3 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Hillbrook-House-Newbridge-Avenue-Sandymount-Dublin-4/6209517/
"Hillbrook House, Newbridge Avenue, Dublin",4000.0,3,"3 bedrooms (3 double), 2 bathrooms, unfurnished house",https://www.let.ie/property-to-rent/Hillbrook-House-Newbridge-Avenue/6209517
"Hanover Dock, Dublin 2",4250.0,3,"3 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hanover-dock-dublin-2/3533658
"Hanover Dock, Dublin 2",4250.0,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanover-Dock-Dublin-2/6159036/
"Duplex Penthouse, Hanover Dock, Grand Canal Dock, Dublin 2",8000.0,3,"3 Bed, 3 Bath, Apartment",https://www.daft.ie//for-rent/apartment-duplex-penthouse-hanover-dock-grand-canal-dock-dublin-2/3537629
"Duplex Penthouse, Hanover Dock, Grand Canal Dock, Dublin 2",8000.0,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Duplex-Penthouse-Hanover-Dock-Grand-Canal-Dock-Dublin-2/6175982/
"47 Wainsfort Park, Terenure, Dublin 6",2500.0,4,"4 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-47-wainsfort-park-terenure-dublin-6/3543766
"47 Wainsfort Park, Terenure, Dublin",2500.0,4,"4 bedrooms (4 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/47-Wainsfort-Park-Terenure/6207817
