Address,Price per month €,Beds,Capacity,Link
"The Crescent, Belgard Heights, Tallaght, Dublin 24, Tallaght, Dublin 24",1850,3,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Crescent-Belgard-Heights-Tallaght-Dublin-24-Tallaght-Dublin-24/6128516/
"96 Grange Road, Baldoyle, Baldoyle, Dublin 13",2800,5,"5 bedrooms (3 single, 2 double), 4 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/96-Grange-Road-Baldoyle-Baldoyle-Dublin-13/6131991/
"Palmerston Road, Rathmines, Rathmines, Dublin 6",10000,4,"4 bedrooms (4 double), 4 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Palmerston-Road-Rathmines-Rathmines-Dublin-6/6129175/
"70 Raglan Lane, Ballsbridge Dublin, Ballsbridge, Dublin 4",3000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/70-Raglan-Lane-Ballsbridge-Dublin-Ballsbridge-Dublin-4/6092227/
"33 The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",1683,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/33-The-Cedars-Herbert-Park-Lane-Ballsbridge-Dublin-4/6131137/
"Palmerstown, Dublin 20",1800,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Palmerstown-Dublin-20/6130720/
"Broombridge Road, Cabra, Dublin 7",2200,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Broombridge-Road-Cabra-Dublin-7/6129156/
"The Barrington, Lansdowne Place, Dublin 4",6000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Barrington-Lansdowne-Place-Dublin-4/6128519/
"The Barrington, Lansdowne Place, Dublin 4",4750,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Barrington-Lansdowne-Place-Dublin-4/6128514/
"Moy Glas Lawn, Lucan, Co. Dublin",2300,3,"3 bedrooms (1 single, 2 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Moy-Glas-Lawn-Lucan-Co-Dublin/6128479/
"170 Skellig House, Custom House Square, IFSC, Dublin 1",1900,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/170-Skellig-House-Custom-House-Square-IFSC-Dublin-1/6128471/
"Exchequer Street, Dublin 2",1850,1,"1 bedroom, 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Exchequer-Street-Dublin-2/6128288/
"Shackleton Park, Lucan, Co. Dublin",1925,2,"2 bedrooms, 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Shackleton-Park-Lucan-Co-Dublin/6128289/
"Willow Park Crescent, Glasnevin, Dublin 11",1850,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Willow-Park-Crescent-Glasnevin-Dublin-11/6128200/
"Salmon Pool, Chapelizod Road, Dublin 8",2600,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Salmon-Pool-Chapelizod-Road-Dublin-8/6127150/
"73 Smithfield Market Square Block B, Smithfield, Dublin 1",2200,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/73-Smithfield-Market-Square-Block-B-Smithfield-Dublin-1/6127663/
"Parkhill Lawn, Kilnamanagh, Dublin 24, Kilnamanagh, Dublin 24",2050,3,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Parkhill-Lawn-Kilnamanagh-Dublin-24-Kilnamanagh-Dublin-24/6127151/
"Larkfield Close, Lucan, Co. Dublin",1250,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Larkfield-Close-Lucan-Co-Dublin/6127661/
"42 Malton House, IFSC, Dublin 1",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/42-Malton-House-IFSC-Dublin-1/6126580/
"Aras Na Cluaine, Clondalkin, Dublin 22",1100,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Aras-Na-Cluaine-Clondalkin-Dublin-22/6128153/
"Clifden Court, Ellis Quay, Dublin 7",1800,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Clifden-Court-Ellis-Quay-Dublin-7/6127133/
"57 Amiens Street, Dublin 1",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/57-Amiens-Street-Dublin-1/6127692/
"Tolka Valley, Finglas, Dublin 11",1450,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Tolka-Valley-Finglas-Dublin-11/6127682/
"11 Westfield Road, Harold's Cross, Dublin 6w",1800,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/11-Westfield-Road-Harolds-Cross-Dublin-6w/6126543/
"A6 St Andrews Street, College Green, Dublin 2",3450,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/A6-St-Andrews-Street-College-Green-Dublin-2/6087466/
"Lanesborough Mews, Finglas, Dublin 11",1400,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Lanesborough-Mews-Finglas-Dublin-11/6127653/
"Cabra Road, Cabra, Dublin 7",1250,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cabra-Road-Cabra-Dublin-7/6127627/
"Mongomery Court, Foley Street, Dublin 1",2600,2,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Mongomery-Court-Foley-Street-Dublin-1/6126596/
"33 Hamlet Avenue, Balbriggan, Co. Dublin",2350,5,"5 bedrooms (5 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/33-Hamlet-Avenue-Balbriggan-Co-Dublin/6126592/
"Melville Cove, Meakstown, Finglas, Dublin 11",1450,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Melville-Cove-Meakstown-Finglas-Dublin-11/6126138/
"Apartment 9, The Old Schoolhouse, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",1995,1,"1 bedroom (1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-9-The-Old-Schoolhouse-Milltown-Avenue-Mount-Saint-Annes-Milltown-Dublin-6/6125514/
"Cabra Road, Phibsborough, Dublin 7",1400,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cabra-Road-Phibsborough-Dublin-7/6125495/
"Flat 6 Drumcondra Road Lower, Drumcondra, Dublin 3",1000,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-6-Drumcondra-Road-Lower-Drumcondra-Dublin-3/6125492/
"Auburn Park, Castleknock, Dublin 15",1850,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Auburn-Park-Castleknock-Dublin-15/6125090/
"Flat 8, 58 Richmond Street South, Dublin 2",1700,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-8-58-Richmond-Street-South-Dublin-2/6125078/
"9 Hansted Drive, Lucan, Co. Dublin, Lucan, Co. Dublin",2200,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/9-Hansted-Drive-Lucan-Co-Dublin-Lucan-Co-Dublin/6122289/
"Deerpark Square, Kiltipper, Tallaght, Dublin 24",2300,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Deerpark-Square-Kiltipper-Tallaght-Dublin-24/6122314/
"Eugene Street, The Coombe, Dublin 8",1475,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Eugene-Street-The-Coombe-Dublin-8/6000189/
"Greenfield Manor, Donnybrook, Donnybrook, Dublin 4",3250,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Greenfield-Manor-Donnybrook-Donnybrook-Dublin-4/6122690/
"Stradbrook Hall, Blackrock, Co. Dublin",2000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Stradbrook-Hall-Blackrock-Co-Dublin/6069252/
"34 Packenham, Sloperton, Monkstown, Co. Dublin",2259,2,"2 bedrooms, 1 bath",https://www.rent.ie/houses-to-let/34-Packenham-Sloperton-Monkstown-Co-Dublin/6122442/
"Apartment 29, The Barrington, Lansdowne Place, Ballsbridge, Dublin 4",4750,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-29-The-Barrington-Lansdowne-Place-Ballsbridge-Dublin-4/6121802/
"4 Marley Walk, Rathfarnham, Rathfarnham, Dublin 14",2100,3,"3 bedrooms (3 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/4-Marley-Walk-Rathfarnham-Rathfarnham-Dublin-14/6121790/
"Maxwell Street, Dublin 8",1525,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Maxwell-Street-Dublin-8/6121389/
"Dunsoghly Drive, Finglas, Dublin 11",2000,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Dunsoghly-Drive-Finglas-Dublin-11/6121742/
"Dubdrum Road, Dundrum, Dublin 14",1800,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dubdrum-Road-Dundrum-Dublin-14/6119141/
"Flat 12, 36 Gardiner Street Upper, Dublin 1",1643,3,"3 bedrooms (3 single), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-12-36-Gardiner-Street-Upper-Dublin-1/6121736/
"Apartment 168, The Oak, Rathfarnham, Dublin 14",1950,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-168-The-Oak-Rathfarnham-Dublin-14/6121738/
"Apt 19 Block B, Herberton, 26 St James' Walk, Dublin 8",1828,2,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apt-19-Block-B-Herberton-26-St-James-Walk-Dublin-8/6121416/
"Wooden Buildings, Exchange Street, Temple Bar, Dublin 2",2250,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Wooden-Buildings-Exchange-Street-Temple-Bar-Dublin-2/6121378/
"1 Bedroom Apartments, Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",1900,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartments-Griffith-Wood-Griffith-Avenue-Drumcondra-Dublin-9/6115506/
"2 Bedroom Apartments, Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",2250,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/2-Bedroom-Apartments-Griffith-Wood-Griffith-Avenue-Drumcondra-Dublin-9/6115507/
"3 Bedroom Apartments, Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",3045,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/3-Bedroom-Apartments-Griffith-Wood-Griffith-Avenue-Drumcondra-Dublin-9/6115508/
"Lower Kilmacud Road, Goatstown, Dublin 14",2000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Lower-Kilmacud-Road-Goatstown-Dublin-14/6120367/
"99 Saint Pappin Road, Glasnevin, Glasnevin, Dublin 11",2251,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/99-Saint-Pappin-Road-Glasnevin-Glasnevin-Dublin-11/6120368/
"14 Saint Anthony\'s Road, Rialto, Rialto, Dublin 8",1250,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/14-Saint-Anthonys-Road-Rialto-Rialto-Dublin-8/6120346/
"The Maple, Ballinteer, Dublin 16",1900,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Maple-Ballinteer-Dublin-16/6120332/
"229 South Circular Road, Dublin 8",1180,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/229-South-Circular-Road-Dublin-8/6120326/
"Woodside, Dodder Park Road, Rathfarnham, Dublin 14",2245,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Woodside-Dodder-Park-Road-Rathfarnham-Dublin-14/6119773/
"Forbes Lane, Dublin 8, Dublin 8",2500,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Forbes-Lane-Dublin-8-Dublin-8/6119178/
"Merrion Village, Ballsbridge, Dublin 4",2550,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Merrion-Village-Ballsbridge-Dublin-4/6119724/
"16 Bow Bridge, Kilmainham, Dublin 8",1900,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/16-Bow-Bridge-Kilmainham-Dublin-8/6118517/
"Sherrard Street Lower, Dublin 1",1025,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Sherrard-Street-Lower-Dublin-1/6118513/
"Raheny, The Glen, Bettyglen, Raheny, Dublin 5",1500,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Raheny-The-Glen-Bettyglen-Raheny-Dublin-5/6118242/
"Flat 5, 80 Whitworth Road, Drumcondra, Dublin 3",850,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-5-80-Whitworth-Road-Drumcondra-Dublin-3/6118487/
"Flat 3, 95 Ranelagh Road, Ranelagh, Dublin 6",1650,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-3-95-Ranelagh-Road-Ranelagh-Dublin-6/6118247/
"86 Shrewsbury Ballsbridge Dublin 4, Ballsbridge, Dublin 4",2000,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/86-Shrewsbury-Ballsbridge-Dublin-4-Ballsbridge-Dublin-4/6118006/
"7 Leeson VillageDonnybrookDublin 4, Dublin 4",3150,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/7-Leeson-VillageDonnybrookDublin-4-Dublin-4/6118007/
"29 Portobello Road, Portobello, Dublin 8",3500,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/29-Portobello-Road-Portobello-Dublin-8/6116155/
"White Sails, Marine Parade, Sandycove, Co. Dublin",16400,6,"6 bedrooms (6 double), 6 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/White-Sails-Marine-Parade-Sandycove-Co-Dublin/6114410/
"Cherry Avenue, Rivervalley, Swords, Co. Dublin",1830,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cherry-Avenue-Rivervalley-Swords-Co-Dublin/6115501/
"Church Walk Riverston Abbey D7, Navan Road (D7), Dublin 7",2400,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Church-Walk-Riverston-Abbey-D7-Navan-Road-D7-Dublin-7/6114940/
"Block A, Smithfield Market, Smithfield, Dublin 1",1732,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Block-A-Smithfield-Market-Smithfield-Dublin-1/6114934/
"29 Castlegate Way, Lucan, Co. Dublin",1440,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/29-Castlegate-Way-Lucan-Co-Dublin/6114916/
"Gortbeg Avenue, Finglas, Dublin 11",2000,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Gortbeg-Avenue-Finglas-Dublin-11/6114910/
"Market Square, Dublin 7",2000,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Market-Square-Dublin-7/6114901/
"Abington, Malahide, Co. Dublin",5500,6,"6 bedrooms (6 double), 7 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Abington-Malahide-Co-Dublin/6114701/
"Augustine Court, Saint Augustine Street, Dublin 8",1800,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Augustine-Court-Saint-Augustine-Street-Dublin-8/6114665/
"Alderwood Grove, Tallaght, Dublin 24",2150,3,"3 bedrooms (3 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Alderwood-Grove-Tallaght-Dublin-24/6114694/
"Monastery Copse, Monastery Road, Clondalkin, Dublin 22",1000,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Monastery-Copse-Monastery-Road-Clondalkin-Dublin-22/6114435/
"The Paddocks Square, Adamstown, Co. Dublin, Adamstown, Co. Dublin",2200,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Paddocks-Square-Adamstown-Co-Dublin-Adamstown-Co-Dublin/6114399/
"Galloping Green, Stillorgan, Co. Dublin",1847,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Galloping-Green-Stillorgan-Co-Dublin/6114243/
"36 Killala Road, Cabra, Dublin 7",1700,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/36-Killala-Road-Cabra-Dublin-7/6113472/
"Ilex House, Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",1925,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ilex-House-Mespil-Estate-Sussex-Road-Ballsbridge-Dublin-4/6114242/
"Altamont Hall, Dundrum, Dublin 14",1012,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Altamont-Hall-Dundrum-Dublin-14/6113776/
"Slade Castle Court, Saggart, Co. Dublin",1450,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Slade-Castle-Court-Saggart-Co-Dublin/6113521/
"43 Saint Samson\'s Court, Balgriffin, Balgriffin, Dublin 13",2390,3,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/43-Saint-Samsons-Court-Balgriffin-Balgriffin-Dublin-13/6113524/
"Apartment 31, Watermint Court, Royal Canal Park, Dublin 15",2000,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-31-Watermint-Court-Royal-Canal-Park-Dublin-15/6113458/
"Apartment on Amiens Street, Dublin 1",1700,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-on-Amiens-Street-Dublin-1/6113179/
"Elm Castle Green, Kilnamanagh, Dublin 24",900,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Elm-Castle-Green-Kilnamanagh-Dublin-24/6113130/
"23 Beverton Court, Donabate, Co. Dublin",1700,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/23-Beverton-Court-Donabate-Co-Dublin/6113127/
"Adelaide Square, Whitefriar Street, Dublin 2",3400,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Adelaide-Square-Whitefriar-Street-Dublin-2/6112937/
"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",1914,2,"2 bedrooms, 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Millrace-Road-Phoenix-Park-Racecourse-Castleknock-Dublin-15/6112258/
"28 Finistere, Lower Main Street, Rush, Co. Dublin",1700,2,"2 bedrooms (2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/28-Finistere-Lower-Main-Street-Rush-Co-Dublin/6111031/
"Apt. 2, No. 63 Lower Mount Street, Dublin 2",1805,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-2-No-63-Lower-Mount-Street-Dublin-2/6110361/
"17 Dufferin Avenue, Dublin 8",2200,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17-Dufferin-Avenue-Dublin-8/6110962/
"Shrewsbury Square, Dublin 4",3973,3,"3 bedrooms (3 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Shrewsbury-Square-Dublin-4/6110502/
"17 Ard Mor Dale, Tallaght, Tallaght, Dublin 24",2100,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17-Ard-Mor-Dale-Tallaght-Tallaght-Dublin-24/6109826/
"The Hardwicke, Church Street, Smithfield, Dublin 1",1400,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Hardwicke-Church-Street-Smithfield-Dublin-1/6109769/
"South Circular Road, Dublin 8",1150,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/South-Circular-Road-Dublin-8/6108970/
"Derry Avin, 60 North Circular Road, Dublin 7",1050,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Derry-Avin-60-North-Circular-Road-Dublin-7/6108938/
"Palmerstown Woods, Clondalkin, Dublin 22",1690,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Palmerstown-Woods-Clondalkin-Dublin-22/6108492/
"Glenard Avenue, Dublin 7",3000,4,"4 bedrooms (2 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Glenard-Avenue-Dublin-7/6108465/
"Apartment 3, Georges Court, Dublin 2",3000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-3-Georges-Court-Dublin-2/6107933/
"Apartment 24, Glenesky Square, Phoenix Park Racecourse, Castleknock, Dublin 15",1855,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-24-Glenesky-Square-Phoenix-Park-Racecourse-Castleknock-Dublin-15/6107897/
"Apartment 1, Phoenix Park Way, Phoenix Park Racecourse, Castleknock, Dublin 15",1820,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-1-Phoenix-Park-Way-Phoenix-Park-Racecourse-Castleknock-Dublin-15/6107595/
"Woodview Heights, Lucan, Co. Dublin",1871,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Woodview-Heights-Lucan-Co-Dublin/6107477/
"Avondale Road, Glenageary, Co. Dublin",900,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Avondale-Road-Glenageary-Co-Dublin/6107074/
"Hanover Dock, Block E, Hanover Quay, Dublin 2",4250,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanover-Dock-Block-E-Hanover-Quay-Dublin-2/6107197/
"Walkinstown Road, / Longmile road, Dublin 12",1250,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Walkinstown-Road--Longmile-road-Dublin-12/6105585/
"Ballintyre Square, Ballinteer, Dublin 16",2000,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ballintyre-Square-Ballinteer-Dublin-16/6104986/
"Henrietta Place, Dublin 1",1550,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Henrietta-Place-Dublin-1/6102649/
"Burleigh Court, Ballsbridge, Dublin 4",1700,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Burleigh-Court-Ballsbridge-Dublin-4/6102642/
"92 Saul Road, Crumlin, Dublin 12",2000,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/92-Saul-Road-Crumlin-Dublin-12/6102632/
"Mellor Court, liffey street, Dublin 1",1800,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Mellor-Court-liffey-street-Dublin-1/6015671/
"The Distillery Building, Distillery Rd, Drumcondra, Dublin 3",2100,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Distillery-Building-Distillery-Rd-Drumcondra-Dublin-3/6102106/
"Shaw Street, Dublin 2",2400,2,"2 bedrooms (2 double), 2 bathrooms",https://www.rent.ie/houses-to-let/Shaw-Street-Dublin-2/6101880/
"Hanstead Road, Lucan, Co. Dublin",1743,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hanstead-Road-Lucan-Co-Dublin/6101230/
"Harrington Street, Portobello, Dublin 8",1040,1,studio apartment to rent,https://www.rent.ie/houses-to-let/Harrington-Street-Portobello-Dublin-8/6101054/
"30 Otterbrook, Willbrook Road, Rathfarnham, Dublin 14",2063,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/30-Otterbrook-Willbrook-Road-Rathfarnham-Dublin-14/6097578/
"Esterel, 3 Temple Road, Dartry, Dublin 6",11665,5,"5 bedrooms (5 double), 4 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Esterel-3-Temple-Road-Dartry-Dublin-6/6097553/
"Apartment 129, The Old Distillery, Dublin 7",2200,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-129-The-Old-Distillery-Dublin-7/6097115/
"Apartment 38, Exchange Hall, The Exchange, Tallaght, Dublin 24",1900,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-38-Exchange-Hall-The-Exchange-Tallaght-Dublin-24/6096557/
"Springfield Crescent, Templeogue, Templeogue, Dublin 6w",1350,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Springfield-Crescent-Templeogue-Templeogue-Dublin-6w/6097087/
"Collins Square, Smithfield, Dublin 1",1950,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Collins-Square-Smithfield-Dublin-1/6094278/
"35 Rehoboth Place, South Circular Road, Dublin 8",3500,3,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/35-Rehoboth-Place-South-Circular-Road-Dublin-8/6096528/
"Castleway Apartments, Dublin 8",2500,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Castleway-Apartments-Dublin-8/6094417/
"9 Castleview Heath, Swords, Co. Dublin",2000,3,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/9-Castleview-Heath-Swords-Co-Dublin/6094404/
"56 Manor Place, Stoneybatter, Dublin 7",1600,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/56-Manor-Place-Stoneybatter-Dublin-7/6094271/
"20 Home Villas, Donnybrook, Dublin 4",2695,2,"2 bedrooms (2 double), 1 bath",https://www.rent.ie/houses-to-let/20-Home-Villas-Donnybrook-Dublin-4/6091083/
"Hillview, Mount Talbot, Clondalkin, Dublin 22, Clondalkin, Dublin 22",1325,1,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Hillview-Mount-Talbot-Clondalkin-Dublin-22-Clondalkin-Dublin-22/6091039/
"Apartment , Block 3, Custom Hall, Dublin 1",2500,3,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment--Block-3-Custom-Hall-Dublin-1/6091712/
